DBG:..\SRC\or_mw.c:85:proc_read_fifo(): Read FIFO Size=2056 from address 0x10000
DBG:..\SRC\or_mw.c:570:or_ez_IQ_mode(): Frame Interval=6917ms
40 04 02 00 FC B7 FE B6 FC 68 FE EC FC 4B FF 3F 
FC 3B FF C1 FC 47 00 00 FC 3F 00 75 FC 91 00 BD 
FC 8C 00 E2 FC C2 01 12 FC 9D 01 4E FC C6 01 DD 
FC E5 02 92 FD AC 03 75 FE 72 03 C4 FF E2 04 26 
frameEnd FIFO Pos=2052
IQ_DATA_START==================================
===== Chrip_1 32 points==================================
-841,-330
-920,-276
-949,-193
-965,-63
-953,0
-961,117
-879,189
-884,226
-830,274
-867,334
-826,477
-795,658
-596,885
-398,964
-30,1062
365,970
794,793
1111,342
1270,-160
1187,-780
877,-1268
441,-1707
-85,-1928
-682,-2023
-1316,-1887
-1842,-1609
-2320,-1114
-2512,-501
-2468,154
-2213,676
-1880,1085
-1404,1304
===== Chrip_2 32 points==================================
-839,-324
-898,-283
-952,-204
-974,-65
-949,33
-935,127
-900,179
-883,237
-819,279
-871,318
-836,474
-799,647
-607,874
-357,965
-8,1075
368,984
778,800
1120,337
1260,-186
1181,-792
871,-1273
458,-1687
-95,-1897
-679,-2029
-1311,-1903
-1865,-1636
-2344,-1093
-2512,-474
-2465,153
-2220,647
-1871,1066
-1400,1302
===== Chrip_3 32 points==================================
-838,-326
-923,-264
-955,-203
-970,-72
-945,18
-942,106
-894,190
-868,241
-818,273
-882,344
-844,476
-807,661
-611,879
-353,961
11,1078
365,975
802,796
1126,335
1267,-177
1184,-793
864,-1246
457,-1666
-88,-1936
-712,-2041
-1326,-1884
-1835,-1610
-2303,-1104
-2497,-499
-2487,140
-2227,662
-1879,1064
-1398,1301
===== Chrip_4 32 points==================================
-826,-351
-914,-266
-938,-194
-973,-85
-934,21
-935,142
-883,196
-888,239
-831,272
-842,359
-820,489
-791,651
-613,881
-377,973
8,1083
379,984
800,819
1115,368
1250,-158
1175,-799
866,-1253
453,-1684
-110,-1907
-707,-2021
-1313,-1879
-1863,-1606
-2308,-1083
-2493,-496
-2467,168
-2205,668
-1877,1073
-1396,1308
===== Chrip_5 32 points==================================
-832,-333
-918,-268
-955,-192
-965,-73
-942,4
-937,134
-871,176
-853,225
-820,284
-882,339
-832,491
-783,648
-607,863
-373,956
-6,1057
365,962
775,813
1132,334
1265,-172
1179,-816
887,-1251
472,-1658
-105,-1914
-702,-2035
-1303,-1882
-1846,-1599
-2333,-1095
-2498,-494
-2461,137
-2199,646
-1865,1069
-1402,1316
===== Chrip_6 32 points==================================
-838,-335
-918,-286
-928,-214
-955,-60
-946,8
-962,138
-881,179
-875,233
-815,269
-857,335
-842,481
-787,638
-602,858
-370,961
-17,1072
358,979
801,799
1116,351
1264,-175
1187,-803
883,-1269
467,-1681
-86,-1914
-675,-2005
-1316,-1877
-1868,-1620
-2315,-1104
-2492,-472
